name,sgnum
1000006_0050,19
1000508_0050,56
1004000_0050,2
1004002_0050,2
1004031_0050,15
1007188_0050,15
1007203_0050,14
1007221_0050,19
1007224_0050,2
1008177_0050,61
1008775_0050,113
1011016_0050,14
1100118_0050,14
1100119_0050,2
1100123_0050,2
1100139_0050,2
1100143_0050,14
1100144_0050,14
1100147_0050,2
1100149_0050,2
1100150_0050,2
1100154_0050,2
1100157_0050,14
1100159_0050,14
1100164_0050,15
1100165_0050,61
1100169_0050,20
1100178_0050,2
1100192_0050,2
1100197_0050,14
1100200_0050,2
1100202_0050,1
1100204_0050,61
1100207_0050,2
1100216_0050,14
1100220_0050,45
1100222_0050,14
1100226_0050,2
1100227_0050,14
1100230_0050,33
1100235_0050,33
1100244_0050,4
1100249_0050,19
1100262_0050,2
1100263_0050,14
1100264_0050,19
1100265_0050,4
1100266_0050,4
1100272_0050,14
1100276_0050,2
1100279_0050,33
1100280_0050,2
1100282_0050,19
1100283_0050,61
1100285_0050,61
1100292_0050,19
1100293_0050,2
1100295_0050,14
1100298_0050,14
1100304_0050,15
1100306_0050,2
1100310_0050,4
1100311_0050,4
1100314_0050,19
1100319_0050,19
1100322_0050,14
1100333_0050,14
1100334_0050,14
1100335_0050,14
1100336_0050,2
1100347_0050,2
1100350_0050,14
1100351_0050,14
1100352_0050,19
1100357_0050,19
1100358_0050,15
1100362_0050,14
1100363_0050,2
1100365_0050,61
1100377_0050,4
1100378_0050,61
1100379_0050,19
1100382_0050,19
1100390_0050,14
1100391_0050,61
1100406_0050,45
1100408_0050,14
1100412_0050,198
1100416_0050,19
1100422_0050,14
1100424_0050,2
1100442_0050,19
1100460_0050,169
1100463_0050,62
1100469_0050,14
1100471_0050,14
1100493_0050,14
1100495_0050,85
1100499_0050,113
1100517_0050,19
1100529_0050,4
1100531_0050,14
1100536_0050,19
1100552_0050,19
1100556_0050,2
1100561_0050,2
1100590_0050,2
1100592_0050,2
1100593_0050,4
1100608_0050,14
1100609_0050,19
1100623_0050,14
1100626_0050,14
1100633_0050,18
1100639_0050,14
1100640_0050,14
1100649_0050,61
1100650_0050,19
1100653_0050,2
1100655_0050,56
1100657_0050,15
1100663_0050,31
1100675_0050,15
1100678_0050,14
1100679_0050,2
1100680_0050,33
1100685_0050,2
1100686_0050,14
1100693_0050,2
1100698_0050,2
1100699_0050,14
1100703_0050,2
1100738_0050,2
1100743_0050,2
1100745_0050,2
1100752_0050,88
1100754_0050,18
1100759_0050,2
1100761_0050,15
1100763_0050,2
1100765_0050,19
1100768_0050,15
1100781_0050,2
1100783_0050,4
1100786_0050,2
1100788_0050,62
1100793_0050,14
1100794_0050,19
1100795_0050,2
1100796_0050,14
1100800_0050,2
1100801_0050,2
1100803_0050,29
1100805_0050,2
1100807_0050,14
1100808_0050,14
1100811_0050,2
1100812_0050,14
1100823_0050,19
1100824_0050,14
1100828_0050,9
1100833_0050,2
1100837_0050,14
1100839_0050,2
1100852_0050,14
1100860_0050,14
1100862_0050,96
1100866_0050,2
1100873_0050,2
1100877_0050,2
1100880_0050,2
1100890_0050,2
1100891_0050,14
1100893_0050,14
1100905_0050,2
1100906_0050,14
1100907_0050,19
1100909_0050,2
1100914_0050,19
1100936_0050,11
1100937_0050,31
1100944_0050,61
1100945_0050,2
1100966_0050,14
1100974_0050,15
1100985_0050,62
1100988_0050,2
1100992_0050,14
1101001_0050,15
1101008_0050,15
1101009_0050,14
1101052_0050,2
1101056_0050,19
1101059_0050,2
1101074_0050,14
1101075_0050,2
1101089_0050,14
1101091_0050,19
1101100_0050,5
1101102_0050,2
1101107_0050,19
1101112_0050,19
1101115_0050,2
1101128_0050,14
1101129_0050,19
1101131_0050,2
1101132_0050,18
1101135_0050,14
1101140_0050,92
1101141_0050,19
1101158_0050,14
1101176_0050,71
1101177_0050,63
1101180_0050,87
1101181_0050,15
1101183_0050,15
1101184_0050,15
1101189_0050,15
1101191_0050,15
1101193_0050,14
1101194_0050,14
1101195_0050,14
1200001_0050,61
1200021_0050,14
1500002_0050,15
1500003_0050,14
1500007_0050,61
1500009_0050,14
1500018_0050,14
1500026_0050,2
1500028_0050,14
1500036_0050,2
1500037_0050,2
1500040_0050,61
1501472_0050,14
1501548_0050,2
1501549_0050,2
1501550_0050,2
1501557_0050,15
1501565_0050,19
1501566_0050,96
1501596_0050,147
1501600_0050,13
1501618_0050,15
1501628_0050,131
1501634_0050,14
1501636_0050,86
1501638_0050,14
1501641_0050,14
1501651_0050,14
1501652_0050,14
1501657_0050,14
1501663_0050,14
1501667_0050,2
1501671_0050,2
1501679_0050,2
1501683_0050,19
1501700_0050,2
1501707_0050,2
1501724_0050,62
1501728_0050,14
1501746_0050,33
1501751_0050,2
1501752_0050,14
1501759_0050,61
1501760_0050,14
1501764_0050,62
1501772_0050,15
1501774_0050,2
1501775_0050,2
1501780_0050,15
1501786_0050,14
1501793_0050,19
1501796_0050,4
1501798_0050,4
1501800_0050,4
1501805_0050,21
1501806_0050,4
1501807_0050,4
1501811_0050,19
1501819_0050,19
1501821_0050,19
1501825_0050,19
1501831_0050,1
1501832_0050,18
1501833_0050,19
1501838_0050,19
1501842_0050,14
1501843_0050,5
1501845_0050,4
1501846_0050,19
1501848_0050,19
1501850_0050,61
1501852_0050,4
1501853_0050,2
1501856_0050,4
1501857_0050,19
1501858_0050,19
1501862_0050,61
1501867_0050,4
1501868_0050,4
1501869_0050,4
1501870_0050,19
1501871_0050,4
1501876_0050,19
1501880_0050,2
1501887_0050,2
1501891_0050,14
1501894_0050,19
1501905_0050,14
1501906_0050,14
1501910_0050,19
1501911_0050,5
1501915_0050,33
1501916_0050,14
1501928_0050,2
1501929_0050,144
1501930_0050,19
1501935_0050,19
1501938_0050,33
1501942_0050,4
1501943_0050,173
1501945_0050,14
1501947_0050,2
1501948_0050,2
1501952_0050,14
1501955_0050,2
1501961_0050,2
1501962_0050,14
1501964_0050,19
1501972_0050,2
1501973_0050,4
1501976_0050,14
1501979_0050,5
1501984_0050,14
1501985_0050,4
1501988_0050,19
1501990_0050,4
1502000_0050,2
1502016_0050,15
1502018_0050,2
1502019_0050,14
1502032_0050,2
1502033_0050,14
