name,sgnum
1000006_0250,19
1000508_0250,56
1004000_0250,2
1004002_0250,2
1004031_0250,15
1007188_0250,15
1007203_0250,14
1007221_0250,19
1007224_0250,2
1008177_0250,61
1008775_0250,113
1011016_0250,14
1100118_0250,14
1100119_0250,2
1100123_0250,2
1100139_0250,2
1100143_0250,14
1100144_0250,14
1100147_0250,2
1100149_0250,2
1100150_0250,2
1100154_0250,2
1100157_0250,14
1100159_0250,14
1100164_0250,15
1100165_0250,61
1100169_0250,20
1100178_0250,2
1100192_0250,2
1100197_0250,14
1100200_0250,2
1100202_0250,1
1100204_0250,61
1100207_0250,2
1100216_0250,14
1100220_0250,45
1100222_0250,14
1100226_0250,2
1100227_0250,14
1100230_0250,33
1100235_0250,33
1100244_0250,4
1100249_0250,19
1100262_0250,2
1100263_0250,14
1100264_0250,19
1100265_0250,4
1100266_0250,4
1100272_0250,14
1100276_0250,2
1100279_0250,33
1100280_0250,2
1100282_0250,19
1100283_0250,61
1100285_0250,61
1100292_0250,19
1100293_0250,2
1100295_0250,14
1100298_0250,14
1100304_0250,15
1100306_0250,2
1100310_0250,4
1100311_0250,4
1100314_0250,19
1100319_0250,19
1100322_0250,14
1100333_0250,14
1100334_0250,14
1100335_0250,14
1100336_0250,2
1100347_0250,2
1100350_0250,14
1100351_0250,14
1100352_0250,19
1100357_0250,19
1100358_0250,15
1100362_0250,14
1100363_0250,2
1100365_0250,61
1100377_0250,4
1100378_0250,61
1100379_0250,19
1100382_0250,19
1100390_0250,14
1100391_0250,61
1100406_0250,45
1100408_0250,14
1100412_0250,198
1100416_0250,19
1100422_0250,14
1100424_0250,2
1100442_0250,19
1100460_0250,169
1100463_0250,62
1100469_0250,14
1100471_0250,14
1100493_0250,14
1100495_0250,85
1100499_0250,113
1100517_0250,19
1100529_0250,4
1100531_0250,14
1100536_0250,19
1100552_0250,19
1100556_0250,2
1100561_0250,2
1100590_0250,2
1100592_0250,2
1100593_0250,4
1100608_0250,14
1100609_0250,19
1100623_0250,14
1100626_0250,14
1100633_0250,18
1100639_0250,14
1100640_0250,14
1100649_0250,61
1100650_0250,19
1100653_0250,2
1100655_0250,56
1100657_0250,15
1100663_0250,31
1100675_0250,15
1100678_0250,14
1100679_0250,2
1100680_0250,33
1100685_0250,2
1100686_0250,14
1100693_0250,2
1100698_0250,2
1100699_0250,14
1100703_0250,2
1100738_0250,2
1100743_0250,2
1100745_0250,2
1100752_0250,88
1100754_0250,18
1100759_0250,2
1100761_0250,15
1100763_0250,2
1100765_0250,19
1100768_0250,15
1100781_0250,2
1100783_0250,4
1100786_0250,2
1100788_0250,62
1100793_0250,14
1100794_0250,19
1100795_0250,2
1100796_0250,14
1100800_0250,2
1100801_0250,2
1100803_0250,29
1100805_0250,2
1100807_0250,14
1100808_0250,14
1100811_0250,2
1100812_0250,14
1100823_0250,19
1100824_0250,14
1100828_0250,9
1100833_0250,2
1100837_0250,14
1100839_0250,2
1100852_0250,14
1100860_0250,14
1100862_0250,96
1100866_0250,2
1100873_0250,2
1100877_0250,2
1100880_0250,2
1100890_0250,2
1100891_0250,14
1100893_0250,14
1100905_0250,2
1100906_0250,14
1100907_0250,19
1100909_0250,2
1100914_0250,19
1100936_0250,11
1100937_0250,31
1100944_0250,61
1100945_0250,2
1100966_0250,14
1100974_0250,15
1100985_0250,62
1100988_0250,2
1100992_0250,14
1101001_0250,15
1101008_0250,15
1101009_0250,14
1101052_0250,2
1101056_0250,19
1101059_0250,2
1101074_0250,14
1101075_0250,2
1101089_0250,14
1101091_0250,19
1101100_0250,5
1101102_0250,2
1101107_0250,19
1101112_0250,19
1101115_0250,2
1101128_0250,14
1101129_0250,19
1101131_0250,2
1101132_0250,18
1101135_0250,14
1101140_0250,92
1101141_0250,19
1101158_0250,14
1101176_0250,71
1101177_0250,63
1101180_0250,87
1101181_0250,15
1101183_0250,15
1101184_0250,15
1101189_0250,15
1101191_0250,15
1101193_0250,14
1101194_0250,14
1101195_0250,14
1200001_0250,61
1200021_0250,14
1500002_0250,15
1500003_0250,14
1500007_0250,61
1500009_0250,14
1500018_0250,14
1500026_0250,2
1500028_0250,14
1500036_0250,2
1500037_0250,2
1500040_0250,61
1501472_0250,14
1501548_0250,2
1501549_0250,2
1501550_0250,2
1501557_0250,15
1501565_0250,19
1501566_0250,96
1501596_0250,147
1501600_0250,13
1501618_0250,15
1501628_0250,131
1501634_0250,14
1501636_0250,86
1501638_0250,14
1501641_0250,14
1501651_0250,14
1501652_0250,14
1501657_0250,14
1501663_0250,14
1501667_0250,2
1501671_0250,2
1501679_0250,2
1501683_0250,19
1501700_0250,2
1501707_0250,2
1501724_0250,62
1501728_0250,14
1501746_0250,33
1501751_0250,2
1501752_0250,14
1501759_0250,61
1501760_0250,14
1501764_0250,62
1501772_0250,15
1501774_0250,2
1501775_0250,2
1501780_0250,15
1501786_0250,14
1501793_0250,19
1501796_0250,4
1501798_0250,4
1501800_0250,4
1501805_0250,21
1501806_0250,4
1501807_0250,4
1501811_0250,19
1501819_0250,19
1501821_0250,19
1501825_0250,19
1501831_0250,1
1501832_0250,18
1501833_0250,19
1501838_0250,19
1501842_0250,14
1501843_0250,5
1501845_0250,4
1501846_0250,19
1501848_0250,19
1501850_0250,61
1501852_0250,4
1501853_0250,2
1501856_0250,4
1501857_0250,19
1501858_0250,19
1501862_0250,61
1501867_0250,4
1501868_0250,4
1501869_0250,4
1501870_0250,19
1501871_0250,4
1501876_0250,19
1501880_0250,2
1501887_0250,2
1501891_0250,14
1501894_0250,19
1501905_0250,14
1501906_0250,14
1501910_0250,19
1501911_0250,5
1501915_0250,33
1501916_0250,14
1501928_0250,2
1501929_0250,144
1501930_0250,19
1501935_0250,19
1501938_0250,33
1501942_0250,4
1501943_0250,173
1501945_0250,14
1501947_0250,2
1501948_0250,2
1501952_0250,14
1501955_0250,2
1501961_0250,2
1501962_0250,14
1501964_0250,19
1501972_0250,2
1501973_0250,4
1501976_0250,14
1501979_0250,5
1501984_0250,14
1501985_0250,4
1501988_0250,19
1501990_0250,4
1502000_0250,2
1502016_0250,15
1502018_0250,2
1502019_0250,14
1502032_0250,2
1502033_0250,14
1502034_0250,14
1502036_0250,15
1502049_0250,19
1502056_0250,14
1502059_0250,2
1502062_0250,2
1502064_0250,2
1502066_0250,14
1502067_0250,19
1502073_0250,14
1502076_0250,2
1502078_0250,14
1502082_0250,4
1502085_0250,15
1502091_0250,19
1502092_0250,19
1502095_0250,19
1502096_0250,2
1502097_0250,14
1502108_0250,19
1502109_0250,14
1502111_0250,19
1502119_0250,61
1502122_0250,2
1502123_0250,2
1502124_0250,14
1502127_0250,14
1502133_0250,19
1502142_0250,14
1502144_0250,9
1502149_0250,33
1502151_0250,14
1502154_0250,19
1502161_0250,14
1502165_0250,15
1502169_0250,2
1502171_0250,19
1502172_0250,14
1502174_0250,14
1502199_0250,19
1502201_0250,4
1502203_0250,2
1502208_0250,19
1502213_0250,19
1502218_0250,14
1502220_0250,2
1502221_0250,14
1502222_0250,14
1502223_0250,19
1502233_0250,14
1502236_0250,56
1502240_0250,33
1502244_0250,2
1502245_0250,2
1502247_0250,9
1502252_0250,2
1502253_0250,14
1502264_0250,14
1502272_0250,4
1502273_0250,19
1502274_0250,2
1502277_0250,19
1502279_0250,19
1502280_0250,2
1502281_0250,2
1502284_0250,1
1502286_0250,14
1502289_0250,7
1502292_0250,14
1502294_0250,19
1502298_0250,4
1502299_0250,19
1502302_0250,2
1502307_0250,14
1502311_0250,14
1502317_0250,4
1502318_0250,14
1502320_0250,11
1502325_0250,19
1502334_0250,19
1502344_0250,19
1502345_0250,5
1502346_0250,92
1502350_0250,19
1502351_0250,2
1502353_0250,2
1502357_0250,2
1502363_0250,19
1502377_0250,14
1502379_0250,61
1502383_0250,19
1502387_0250,61
1502390_0250,14
1502392_0250,4
1502393_0250,19
1502396_0250,14
1502398_0250,14
1502399_0250,19
1502401_0250,1
1502425_0250,19
1502427_0250,2
1502428_0250,33
1502436_0250,4
1502437_0250,14
1502441_0250,19
1502447_0250,1
1502453_0250,19
1502464_0250,2
1502465_0250,14
1502468_0250,2
1502471_0250,4
1502477_0250,2
1502478_0250,4
1502484_0250,2
1502485_0250,2
1502487_0250,14
1502491_0250,19
1502497_0250,14
1502498_0250,7
1502500_0250,19
1502508_0250,19
1502509_0250,14
1502514_0250,19
1502517_0250,2
1502520_0250,4
1502525_0250,4
1502526_0250,19
1502528_0250,19
1502533_0250,19
1502534_0250,14
1502538_0250,19
1502545_0250,19
1502554_0250,2
1502561_0250,61
1502567_0250,14
1502569_0250,4
1502572_0250,4
1502577_0250,19
1502578_0250,4
1502584_0250,14
1502585_0250,2
1502592_0250,9
1502594_0250,19
1502600_0250,14
1502603_0250,14
1502611_0250,2
1502613_0250,61
1502615_0250,4
1502620_0250,19
1502622_0250,19
1502631_0250,2
1502632_0250,14
1502637_0250,2
1502641_0250,2
1502645_0250,14
1502648_0250,15
1502652_0250,2
1502658_0250,19
1502659_0250,2
1502667_0250,14
1502668_0250,14
1502674_0250,2
1502677_0250,19
1502678_0250,2
1502693_0250,14
1502697_0250,45
1502700_0250,19
1502705_0250,14
1502712_0250,15
1502723_0250,2
1502730_0250,56
1502731_0250,14
1502732_0250,14
1502735_0250,14
1502739_0250,14
1502741_0250,2
1502749_0250,14
1502752_0250,15
1502764_0250,2
1502765_0250,15
1502770_0250,33
1502771_0250,2
1502773_0250,19
1502775_0250,2
1502779_0250,14
1502782_0250,2
1502790_0250,2
1502792_0250,19
1502794_0250,19
1502795_0250,4
1502796_0250,4
1502798_0250,18
1502799_0250,19
1502806_0250,19
1502808_0250,4
1502811_0250,19
1502812_0250,19
1502814_0250,19
1502818_0250,15
1502820_0250,14
1502827_0250,19
1502829_0250,19
1502835_0250,19
1502836_0250,19
1502838_0250,19
1502839_0250,19
1502844_0250,14
1502845_0250,56
1502848_0250,62
1502853_0250,19
1502858_0250,9
1502860_0250,4
1502865_0250,4
1502873_0250,14
1502874_0250,2
1502882_0250,2
1502889_0250,14
1502909_0250,19
1502912_0250,14
1502914_0250,19
1502922_0250,14
1502923_0250,2
1502926_0250,19
1502927_0250,14
1502937_0250,19
1502938_0250,9
1502942_0250,4
1502944_0250,19
1502945_0250,61
1502946_0250,2
1502948_0250,14
1502951_0250,2
1502954_0250,14
1502963_0250,86
1502964_0250,2
1502965_0250,2
1502967_0250,9
1502973_0250,14
1502978_0250,152
1502980_0250,14
1502990_0250,61
1502993_0250,4
1502995_0250,19
1502999_0250,14
1503009_0250,19
1503010_0250,14
1503015_0250,2
1503016_0250,2
1503020_0250,19
1503021_0250,19
1503022_0250,9
1503025_0250,33
1503035_0250,29
1503057_0250,14
1503060_0250,4
1503061_0250,14
1503066_0250,2
1503067_0250,19
1503069_0250,2
1503071_0250,2
1503074_0250,2
1503076_0250,14
1503077_0250,19
1503078_0250,14
1503079_0250,19
1503080_0250,4
1503083_0250,19
1503084_0250,78
1503086_0250,14
1503090_0250,13
1503091_0250,60
1503092_0250,61
1503095_0250,148
1503096_0250,2
1503102_0250,19
1503107_0250,36
1503110_0250,2
1503116_0250,19
1503118_0250,2
1503124_0250,14
1503128_0250,14
1503131_0250,2
1503137_0250,29
1503142_0250,14
1503151_0250,4
1503153_0250,14
1503154_0250,2
1503160_0250,14
1503161_0250,60
1503162_0250,4
1503169_0250,2
1503170_0250,14
1503171_0250,14
1503172_0250,19
1503173_0250,14
1503175_0250,14
1503178_0250,5
1503179_0250,14
1503184_0250,19
1503188_0250,14
1503189_0250,14
1503193_0250,14
1503194_0250,2
1503196_0250,1
1503197_0250,61
1503198_0250,14
1503202_0250,2
1503203_0250,61
1503207_0250,19
1503213_0250,14
1503217_0250,2
1503222_0250,2
1503227_0250,2
1503229_0250,2
1503232_0250,33
1503240_0250,14
1503241_0250,4
1503242_0250,14
1503251_0250,96
1503253_0250,33
1503254_0250,2
1503260_0250,61
1503264_0250,19
1503266_0250,19
1503269_0250,14
1503270_0250,4
1503273_0250,76
1503286_0250,2
1503290_0250,4
1503295_0250,2
1503296_0250,19
1503298_0250,18
1503299_0250,14
1503303_0250,19
1503306_0250,19
1503311_0250,14
1503319_0250,61
1503323_0250,19
1503327_0250,19
1503328_0250,19
1503329_0250,15
1503334_0250,14
1503335_0250,19
1503338_0250,2
1503344_0250,14
1503350_0250,2
1503351_0250,14
1503362_0250,14
1503368_0250,19
1503374_0250,173
1503376_0250,4
1503377_0250,61
1503381_0250,14
1503385_0250,14
1503388_0250,14
1503401_0250,14
1503402_0250,2
1503408_0250,19
1503409_0250,14
1503410_0250,2
1503413_0250,7
1503415_0250,169
1503416_0250,1
1503418_0250,19
1503421_0250,15
1503425_0250,33
1503430_0250,2
1503434_0250,2
1503438_0250,19
1503439_0250,144
1503442_0250,14
1503460_0250,19
1503463_0250,19
1503464_0250,5
1503466_0250,19
1503483_0250,1
1503490_0250,14
1503492_0250,14
1503494_0250,19
1503505_0250,2
1503510_0250,14
1503516_0250,19
1503517_0250,14
1503518_0250,14
1503519_0250,4
1503520_0250,61
1503525_0250,12
1503527_0250,4
1503528_0250,19
1503529_0250,19
1503531_0250,2
1503533_0250,19
1503534_0250,19
1503537_0250,14
1503540_0250,5
1503541_0250,62
1503542_0250,14
1503543_0250,15
1503544_0250,14
1503551_0250,14
1503553_0250,14
1503554_0250,14
1503558_0250,19
1503561_0250,29
1503562_0250,2
1503566_0250,2
1503569_0250,19
1503574_0250,12
1503578_0250,14
1503580_0250,19
1503585_0250,14
1503595_0250,2
1503600_0250,1
1503605_0250,19
1503609_0250,14
1503613_0250,2
1503617_0250,19
1503620_0250,19
1503623_0250,18
1503636_0250,1
1503637_0250,19
1503647_0250,14
1503649_0250,29
1503650_0250,2
1503653_0250,2
1503656_0250,14
1503658_0250,2
1503662_0250,29
1503664_0250,4
1503666_0250,4
1503669_0250,19
1503678_0250,19
1503688_0250,19
1503689_0250,19
1503694_0250,1
1503696_0250,19
1503698_0250,14
1503699_0250,19
1503702_0250,19
1503703_0250,19
1503712_0250,19
1503716_0250,14
1503719_0250,92
1503720_0250,2
1503722_0250,19
1503730_0250,4
1503731_0250,19
1503739_0250,19
1503740_0250,19
1503742_0250,4
1503750_0250,4
1503751_0250,14
1503754_0250,4
1503757_0250,14
1503765_0250,19
1503767_0250,14
1503769_0250,14
1503772_0250,14
1503776_0250,14
1503788_0250,113
1503791_0250,2
1503794_0250,4
1503797_0250,2
1503799_0250,1
1503804_0250,4
1503808_0250,61
1503809_0250,14
1503828_0250,2
